ac_year,district_cd,District,Budget_district_seq,block_cd_1,Block_Name,MNC_SR,MNC_Desc,block_cd_2,vill_ward_cd,Village_Name,cluster_cd,Cluster_Name,udise_sch_code,school_name,address,pincode,Establishment,sch_loc_r_u,sch_category_id,School_category,sch_type,sch_mgmt_id,Mgt_desc,state_mgt_3,state_mgt_4,class_frm,class_to,medinstr1,medium_desc,medium_state,medinstr2,medinstr3,medinstr4,latitude,longitude,ppsec_yn,stdcode,mobile,stdcode_resp,phone_resp,mobile_resp,website,email,resp_name,cwsn_sch_yn,shift_sch_yn,resi_sch_type,resi_sch_type_Desc,minority_yn,minority_type,Minority_desc,anganwadi_yn,anganwadi_code,anganwadi_stu_b,anganwadi_stu_g,anganwadi_tch_trained,board_sec,Board_Desc_Sec,board_sec_no,board_sec_oth,board_hsec,Board_Hseco_Desc,board_hsec_no,board_hsec_oth,prevoc_yn,eduvoc_yn,cpp_b,cpp_g,cpp_t,c1_b,c1_g,c1_t,c2_b,c2_g,c2_t,c3_b,c3_g,c3_t,c4_b,c4_g,c4_t,c5_b,c5_g,c5_t,c6_b,c6_g,c6_t,c7_b,c7_g,c7_t,c8_b,c8_g,c8_t,c9_b,c9_g,c9_t,c10_b,c10_g,c10_t,c11_b,c11_g,c11_t,c12_b,c12_g,c12_t,c1to5b,c1to5g,c1to5t,c6to8b,c6to8g,c6to8t,c1to8b,c1to8g,c1to8t,c9to10b,c9to10g,c9to10t,c11to12b,c11to12g,c11to12t,c9to12b,c9to12g,c9to12t,c1to12b,c1to12g,c1to12t,Enr_range_school_grant
2020-21,2729,Osmanabad,23,272902,Kallamb,0,ZP,272902,272902045,KHAMASWADI,2729020005,MOHA,27290204502,ZILLA PARISHAD .HIGHSCHOOL KHAMASWADI,AT POST KHAMSWADI KALAMB OSMANABAD,413507,1962,1,6,Secondary with grades 1 to 10,3,16,Zilla Parishad,1_Govt,1_Govt,5,10,10,Marathi,01 Marathi,0,0,0,18.454403,76.046322,2,,9403636350,,,9403636350,,zphskhamaswadi@gmail.com,RASAL DATTATAY FARID,2,2,0,Not Applicable,2,0,Not Applicable,2,,0,0,9,2,State Board,59.03.009,,0,Null,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,38,73,25,39,64,50,29,79,36,43,79,60,56,116,37,45,82,0,0,0,0,0,0,35,38,73,111,111,222,146,149,295,97,101,198,0,0,0,97,101,198,243,250,493,251 to 1000
2020-21,2729,Osmanabad,23,272902,Kallamb,0,ZP,272902,272902038,ITKUR,2729020009,ITKUR,27290203802,ZILLA PARISHAD .HIGHSCHOOL ITKUR,ITKUR TA KALLAM DIST OSMANABAD,413507,1962,1,6,Secondary with grades 1 to 10,3,16,Zilla Parishad,1_Govt,1_Govt,5,10,10,Marathi,01 Marathi,0,0,0,18.561097,75.911756,2,,9689256435,,,9689256435,,zphsitkur802@gmail.com,MOKASHE SUBODH VILAS,2,2,0,Not Applicable,2,0,Not Applicable,2,,0,0,9,2,State Board,5903008,,0,Null,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,33,76,41,35,76,47,41,88,33,53,86,35,25,60,35,35,70,0,0,0,0,0,0,43,33,76,121,129,250,164,162,326,70,60,130,0,0,0,70,60,130,234,222,456,251 to 1000
2020-21,2729,Osmanabad,23,272902,Kallamb,0,ZP,272902,272902021,DAHIPHAL,2729020006,GOUR,27290202102,ZILLA PARISHAD HIGHSCHOOL DAHIPHAL,AT DAHIPHAL TQ KALLAM DIST OSMANABAD,413525,1952,1,3,Higher Secondary with grades 1 to 12,3,16,Zilla Parishad,1_Govt,1_Govt,5,12,10,Marathi,01 Marathi,0,0,0,18.425789,75.929898,2,,9421358834,,,9421358834,,zphsdahiphal@gmail.com,Wanave dattatray kerba,2,2,0,Not Applicable,2,0,Not Applicable,2,,0,0,9,2,State Board,S5903047_1,,2,State Board,0,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,24,55,23,17,40,25,20,45,20,25,45,26,32,58,11,33,44,1,16,17,0,8,8,31,24,55,68,62,130,99,86,185,37,65,102,1,24,25,38,89,127,137,175,312,251 to 1000
2020-21,2729,Osmanabad,23,272901,Bhoom,0,ZP,272901,272901090,WALWAD,2729010007,WALWAD,27290109002,"ZILLA PARISHAD HIGH SCHOOL,WALWAD",at post walwad ta-bhoom dist- osmanabad,413504,1959,1,6,Secondary with grades 1 to 10,3,16,Zilla Parishad,1_Govt,1_Govt,5,10,10,Marathi,01 Marathi,0,0,0,18.458936,75.522233,2,,9595476501,,,9595476501,,zphighschoolwalwad@gamil.com,KHARAT LALASAHEB VITTHAL,2,2,0,Not Applicable,2,0,Not Applicable,2,,0,0,9,2,State Board,S5902007,,0,Null,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,23,41,14,21,35,22,15,37,25,25,50,32,23,55,28,28,56,0,0,0,0,0,0,18,23,41,61,61,122,79,84,163,60,51,111,0,0,0,60,51,111,139,135,274,251 to 1000
2020-21,2729,Osmanabad,23,272907,Tuljapur,0,ZP,272907,272907111,TULJAPUR,2729070003,KAKRAMBA,27290711103,"ZILLA PARISHAD HIGH SCHOOL,TULJAPUR",VASUDEV GALLI GHATSHEEL ROAD TULJAPUR,413601,1889,2,6,Secondary with grades 1 to 10,3,16,Zilla Parishad,1_Govt,1_Govt,5,10,10,Marathi,01 Marathi,0,0,0,18.007137,76.067126,2,2471,9421359840,2471,243317,9421359840,,hmzptuljapur@gmail.com,PANCHAL SUNIL MADHUKARRAO,2,2,0,Not Applicable,2,0,Not Applicable,2,,0,0,9,2,State Board,5,,0,Null,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,5,4,9,8,8,16,8,11,19,0,0,0,0,0,0,0,0,0,7,5,12,7,5,12,16,19,35,0,0,0,16,19,35,23,24,47,31 to 100
2020-21,2729,Osmanabad,23,272906,Paranda,0,ZP,272906,272906064,PARANDA,2729060001,PARANDA,27290606405,"ZILLA PARISHAD GIRLS HIGHSCHOOL, PARANDA",AT PARAND POST PARANDA,413502,1962,2,6,Secondary with grades 1 to 10,2,16,Zilla Parishad,1_Govt,1_Govt,5,10,10,Marathi,01 Marathi,0,0,0,18.269514,75.458391,2,,9423817712,,,9730728634,,zpgirlshighschoolparanda@gmail.com,USRATE R  U ,2,2,0,Not Applicable,2,0,Not Applicable,2,,0,0,9,2,State Board,5906002,,0,Null,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,8,8,0,15,15,0,13,13,0,18,18,0,13,13,0,0,0,0,0,0,0,6,6,0,36,36,0,42,42,0,31,31,0,0,0,0,31,31,0,73,73,31 to 100
2020-21,2729,Osmanabad,23,272905,Osmanabad,0,ZP,272905,272905109,TER,2729050005,TER,27290510907,"ZILLA PARISHAD URDU HIGHSCHOOL,TER",At.Post. Ter Ta.Dist. Osmanabad,413509,2000,1,8,Secondary only with grades 9 & 10,3,16,Zilla Parishad,1_Govt,1_Govt,9,10,18,Urdu,04 Urdu,0,0,0,18.316812,76.144367,9,,9423339981,,,9423339981,,tayyabsirter@gmail.com,shaha tayyabali mahbub,2,1,0,Not Applicable,2,0,Not Applicable,0,,0,0,9,2,State Board,59.01.68,,0,Null,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,25,3,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,27,44,0,0,0,17,27,44,17,27,44,31 to 100
2020-21,2729,Osmanabad,23,272904,Omerga,0,ZP,272904,272904064,MADAJ,2729040008,NARANGWADI,27290406402,"ZILLA PARISHAD HIGH SCHOOL,MADAJ",At post Madaj Tq omerga ,413606,1952,1,6,Secondary with grades 1 to 10,3,16,Zilla Parishad,1_Govt,1_Govt,5,10,10,Marathi,01 Marathi,0,0,0,17.932353,76.623117,2,,9850579506,,,9850579506,,zphsmadaj@gmail.com,Sonkamble Meena Bhanudas,2,2,0,Not Applicable,2,0,Not Applicable,1,27525100108,38,38,1,2,State Board,59.05.012,,0,Null,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,24,6,7,13,14,6,20,2,6,8,4,2,6,4,8,12,0,0,0,0,0,0,13,11,24,22,19,41,35,30,65,8,10,18,0,0,0,8,10,18,43,40,83,31 to 100
2020-21,2729,Osmanabad,23,272901,Bhoom,0,ZP,272901,272901045,IEET,2729010003,IEET,27290104502,"ZILLA PARISHAD HIGH SCHOOL,IEET",ZILLA  PARISHAD HIGH SCHOOL IEET  TAL  BHOOM   DIST  OSMANABAD,413534,1914,1,6,Secondary with grades 1 to 10,3,16,Zilla Parishad,1_Govt,1_Govt,1,10,10,Marathi,01 Marathi,0,0,0,18.619391,75.597396,2,,9527257001,,,9527257001,,zphsieet1914@gmail.com,KAWADE PANDURANG RAOSAHEB,2,2,0,Not Applicable,2,0,Not Applicable,1,27525020109,164,194,1,2,State Board,59.02.006,,0,Null,,,2,1,0,0,0,45,49,94,35,38,73,48,45,93,45,44,89,65,47,112,70,51,121,67,55,122,57,47,104,78,56,134,57,41,98,0,0,0,0,0,0,238,223,461,194,153,347,432,376,808,135,97,232,0,0,0,135,97,232,567,473,1040,more than 1000
2020-21,2736,Palghar,24,273618,Vikramgad,0,ZP,273618,273618093,VIKRAMGAD,2736180016,VIKRAMGAD,27361809309,K.G.B.V.VIDHYLAY VIKRAMGAD,kasturba GandhiBalikavidhyylaya Harnoli,401605,2006,1,7,Secondary with grades 6 to 10,2,16,Zilla Parishad,1_Govt,1_Govt,6,10,10,Marathi,01 Marathi,0,0,0,19.797814,73.094717,9,,7387375897,,,8806039968,,kgbvvikramgad@gmail.com,YOGESH PATIL,2,2,6,6-KGBV,2,0,Not Applicable,0,,0,0,9,2,State Board,18.03.022,,0,Null,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0,32,32,0,34,34,0,35,35,0,30,30,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,65,65,0,0,0,0,65,65,0,165,165,101 to 250
2020-21,2736,Palghar,24,273617,Vasai,0,ZP,273617,273617114,WARD NO.10,2736170013,VIRAR,27361711404,Z.P.AAMACHI S. KWARI URDU,"bhoirpada, Near Ganesh hosp.,Jivdani Road, Virar east, Tal. Vasai, Dist. Palghar, PIN 401305",401305,1984,2,6,Secondary with grades 1 to 10,3,16,Zilla Parishad,1_Govt,1_Govt,1,10,18,Urdu,04 Urdu,0,0,0,19.460974,72.817649,2,,8698762533,,,9022893964,,zpaamchishalakwari@gmail.com,ZAKIR HUSAIN MOHAMMED MOOSA ANSARI,2,1,0,Not Applicable,2,0,Not Applicable,1,27517290355,20,22,1,2,State Board,1808272,,0,Null,,,2,2,0,0,0,3,3,6,7,16,23,16,12,28,9,11,20,11,17,28,5,19,24,7,13,20,8,12,20,19,18,37,13,18,31,0,0,0,0,0,0,46,59,105,20,44,64,66,103,169,32,36,68,0,0,0,32,36,68,98,139,237,101 to 250
2020-21,2736,Palghar,24,273613,Talasari,0,ZP,273613,273613036,PATILPADA,2736130004,TALASARI SHETKISHALA,27361303605,Z.P.SCHOOL K. G. B. V.TALASARI,"AT-VADOLI-BHOJPADA, TAL-TALASARI,DIST-PALGHAR",401606,2006,1,7,Secondary with grades 6 to 10,2,16,Zilla Parishad,1_Govt,1_Govt,6,10,10,Marathi,01 Marathi,0,0,0,20.103868,72.911637,9,,8698821100,,,7276840477,,talasari.kgbv@gmail.com,SANGEETA  PASCAL  KHATALE,2,2,6,6-KGBV,2,0,Not Applicable,0,,0,0,9,2,State Board,S1805021,,0,Null,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,31,31,0,39,39,0,38,38,0,30,30,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,68,68,0,0,0,0,68,68,0,168,168,101 to 250
2020-21,2736,Palghar,24,273608,Mokhada,0,ZP,273608,273608021,ADOSHI,2736080013,WASHALA,27360802104,KASTURABA GANDHI BALIKA VIDYALAY,"At Sakhri, Mokhada Taluka Mokhada Dist Palghar",401604,2008,1,7,Secondary with grades 6 to 10,2,16,Zilla Parishad,1_Govt,1_Govt,6,10,10,Marathi,01 Marathi,0,0,0,19.905016,73.345043,9,2529,8408808081,,,7263812619,,kgbvmokhada@gmail.com,VAISHALI ANAND MORE,2,2,6,6-KGBV,2,0,Not Applicable,0,,0,0,9,2,State Board,55,,0,Null,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,0,34,34,0,27,27,0,59,59,0,37,37,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,96,96,0,0,0,0,96,96,0,196,196,101 to 250
2020-21,2736,Palghar,24,273604,Jawhar,0,ZP,273604,273604113,NAGARPALIKA JAWHAR,2736040019,NAGARPALIKA JAWHAR,27360411311,KASTURBA GANDHI BALIKA VIDYALAYA,NEAR GORTHAN ROAD  AT POST GORTHAN TAL JAWHAR DIST PALGHAR,401603,2011,2,7,Secondary with grades 6 to 10,2,16,Zilla Parishad,1_Govt,1_Govt,6,10,10,Marathi,01 Marathi,0,0,0,19.914074,73.225984,9,,9270437166,,,9270437166,,kgbvjawhar@gmil.com,KALPNA RAMESH BHOIR,2,2,6,6-KGBV,2,0,Not Applicable,0,,0,0,9,2,State Board,2011,,0,Null,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,0,32,32,0,37,37,0,41,41,0,36,36,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,77,77,0,0,0,0,77,77,0,177,177,101 to 250
2020-21,2736,Palghar,24,273604,Jawhar,0,ZP,273604,273604107,CHAUK,2736040018,WALVANDE,27360410701,"Z.P.SCHOOL, CHAUK",AT POST CHAUK TAL JAWHAR DIST PALGHAR,401603,1954,1,6,Secondary with grades 1 to 10,3,16,Zilla Parishad,1_Govt,1_Govt,1,10,10,Marathi,01 Marathi,0,0,0,19.833752,73.219602,2,,7083575680,,,7083575680,,ZPSCHOOLCHAUK@GMAIL.COM,PADMINI BARKU THORAT,2,2,0,Not Applicable,2,0,Not Applicable,1,27665090207,17,8,1,2,State Board,1804026,,0,Null,,,2,2,0,0,0,9,5,14,9,5,14,6,8,14,10,7,17,7,5,12,20,16,36,18,11,29,17,11,28,9,12,21,11,9,20,0,0,0,0,0,0,41,30,71,55,38,93,96,68,164,20,21,41,0,0,0,20,21,41,116,89,205,101 to 250
2020-21,2736,Palghar,24,273604,Jawhar,0,ZP,273604,273604093,PIMPALSHET,2736040015,PIMPALSHET,27360409301,"Z.P.SCHOOL, PIMPALSHET",ZPSCHOOLPIMPALSHETTALJAWHAR,401603,1958,1,6,Secondary with grades 1 to 10,3,16,Zilla Parishad,1_Govt,1_Govt,1,10,10,Marathi,01 Marathi,0,0,0,19.956166,73.111094,2,,7666995904,,,7666995904,,zpschoolpimpalshet1958@gmail.com,BHASKAR MAHADU PAWAR,2,2,0,Not Applicable,2,0,Not Applicable,2,,0,0,9,2,State Board,1804032,,0,Null,,,2,2,0,0,0,9,20,29,5,7,12,4,11,15,5,9,14,6,4,10,5,11,16,9,10,19,7,8,15,14,17,31,11,16,27,0,0,0,0,0,0,29,51,80,21,29,50,50,80,130,25,33,58,0,0,0,25,33,58,75,113,188,101 to 250
2020-21,2736,Palghar,24,273604,Jawhar,0,ZP,273604,273604033,HATERI,2736040006,JAMSAR,27360403301,"Z.P.SCHOOL, HATERI",NEAR SHIVACHAPADA ROAD HATERI,401603,1950,1,6,Secondary with grades 1 to 10,3,16,Zilla Parishad,1_Govt,1_Govt,1,10,10,Marathi,01 Marathi,0,0,0,20.014222,73.272786,2,,9209811167,,,9209811167,,zpschoolhateri1950@gmail.com,DAJI BHAU DHUM,2,2,0,Not Applicable,2,0,Not Applicable,1,27665080519,52,48,1,2,State Board,s1804027_1,,0,Null,,,2,2,0,0,0,9,7,16,5,12,17,3,8,11,9,7,16,6,10,16,7,6,13,12,11,23,3,13,16,9,13,22,12,8,20,0,0,0,0,0,0,32,44,76,22,30,52,54,74,128,21,21,42,0,0,0,21,21,42,75,95,170,101 to 250
2020-21,2736,Palghar,24,273604,Jawhar,0,ZP,273604,273604031,SARSUN,2736040005,HIRADPADA,27360403107,"Z.P.SCHOOL, SARSUN",NEAR WAWAR OR JAWHAR ROAD ,401603,1951,1,6,Secondary with grades 1 to 10,3,16,Zilla Parishad,1_Govt,1_Govt,1,10,10,Marathi,01 Marathi,0,0,0,20.012958,73.231824,2,,8317283732,,,8317283732,,zpschoolsarsun@gmail.com,RAMCHANDRA BALWANT BHARASAT,2,2,0,Not Applicable,2,0,Not Applicable,1,1,30,40,2,2,State Board,2018,,0,Null,,,2,2,0,0,0,5,5,10,4,8,12,8,6,14,5,6,11,8,10,18,20,14,34,11,9,20,13,8,21,9,11,20,10,10,20,0,0,0,0,0,0,30,35,65,44,31,75,74,66,140,19,21,40,0,0,0,19,21,40,93,87,180,101 to 250
2020-21,2736,Palghar,24,273604,Jawhar,0,ZP,273604,273604001,BEHEDGAON,2736040001,BEHEDPADA,27360400101,"Z.P.SCHOOL, BEHEADPADA",At-Behedpada post-Jamsar Tal-Jawhar,401603,1992,1,6,Secondary with grades 1 to 10,3,16,Zilla Parishad,1_Govt,1_Govt,1,10,10,Marathi,01 Marathi,4,19,0,19.921179,73.228028,2,,9503190363,,,9503190363,,,Jagannath Jau Khirari,2,2,0,Not Applicable,2,0,Not Applicable,1,103,33,48,2,2,State Board,0,,0,Null,,,2,1,0,0,0,20,10,30,16,18,34,8,7,15,10,3,13,12,7,19,11,13,24,7,5,12,8,14,22,18,11,29,12,13,25,0,0,0,0,0,0,66,45,111,26,32,58,92,77,169,30,24,54,0,0,0,30,24,54,122,101,223,101 to 250
2020-21,2736,Palghar,24,273603,Dahanu,0,ZP,273603,273603131,KAINAD,2736030019,KAINAD,27360313108,KASTURBA GANDHI BALIKA VIDYALAYA DAHANU,SARAVALI NAVAPADA DAHANU ,401602,2006,1,7,Secondary with grades 6 to 10,2,16,Zilla Parishad,1_Govt,1_Govt,6,10,10,Marathi,01 Marathi,0,0,0,19.981523,72.787168,9,2525,9970396234,2525,962407,9270015355,,kgbvdahanu@gmail.com,ASHLESHA SANTOSH PAWADE,2,2,6,6-KGBV,2,0,Not Applicable,0,,0,0,9,2,State Board,1806047,,0,Null,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,30,30,0,40,40,0,45,45,0,34,34,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,79,79,0,0,0,0,79,79,0,179,179,101 to 250
2020-21,2736,Palghar,24,273619,Wada,0,ZP,273619,273619157,VARSALE,2736190021,UJJAINI,27361915703,"Z.P.SCHOOL, VARSALE","at varasale,post parali, tal wada, dist palghar ",421303,1952,1,6,Secondary with grades 1 to 10,3,16,Zilla Parishad,1_Govt,1_Govt,1,10,10,Marathi,01 Marathi,0,0,0,19.734505,73.248968,2,,8767616062,,,9226994430,,zpsvarsale@gmail.com,BALIRAM DATTATRAY PATIL ,2,2,0,Not Applicable,2,0,Not Applicable,1,14,24,31,1,2,State Board,18.01.034,,0,Null,,,2,2,0,0,0,7,10,17,9,6,15,7,9,16,8,8,16,20,26,46,29,28,57,26,24,50,29,30,59,35,20,55,38,23,61,0,0,0,0,0,0,51,59,110,84,82,166,135,141,276,73,43,116,0,0,0,73,43,116,208,184,392,251 to 1000
2020-21,2736,Palghar,24,273619,Wada,0,ZP,273619,273619147,PALI,2736190020,POSHERI,27361914702,GOV. ASHARAM SCHOOL  PALI,"GOV.ASHRAM SCHOOL PALI, TAL WADA",421303,1974,1,3,Higher Secondary with grades 1 to 12,3,13,Tribal Welfare,1_Govt,1_Govt,1,12,10,Marathi,01 Marathi,0,0,0,19.670223,73.087605,2,,9359116272,,,9767520777,,paliashram2019@gmail.com,ASHA PADMAKARRAO BAMANE,2,2,1,1-Ashram (Govt.),2,0,Not Applicable,2,,0,0,9,2,State Board,18.01.015,,2,State Board,18.01.014,,2,2,0,0,0,4,5,9,2,4,6,5,14,19,19,10,29,18,25,43,33,33,66,25,32,57,33,41,74,42,37,79,37,36,73,32,24,56,18,17,35,48,58,106,91,106,197,139,164,303,79,73,152,50,41,91,129,114,243,268,278,546,251 to 1000
2020-21,2736,Palghar,24,273619,Wada,0,ZP,273619,273619124,DAHE,2736190017,MANDAWA,27361912401,"Z.P.SCHOOL, DAHE",AT POST DAHE TAL WADA DIST PALGHAR,421303,1956,1,6,Secondary with grades 1 to 10,3,16,Zilla Parishad,1_Govt,1_Govt,1,10,10,Marathi,01 Marathi,0,0,0,19.687682,73.174302,2,,9220196003,,,9220196003,,zpschooldahe401@gmail.com,NAMDEO BALKRISHNA JADHAV,2,2,0,Not Applicable,2,0,Not Applicable,1,27665320101,34,28,1,2,State Board,1801035,,0,Null,,,2,2,0,0,0,10,4,14,10,11,21,4,4,8,10,10,20,16,15,31,16,15,31,18,23,41,17,16,33,22,13,35,17,13,30,0,0,0,0,0,0,50,44,94,51,54,105,101,98,199,39,26,65,0,0,0,39,26,65,140,124,264,251 to 1000
2020-21,2736,Palghar,24,273619,Wada,0,ZP,273619,273619072,GUHIR,2736190009,HAMARAPUR,27361907202,GOV. ASHRAM SCHOOL & KANISHTHA MAHAVIDYALAYA GUHIR,AT DHUSALPADA GUHIR TA WADA,421303,1972,1,3,Higher Secondary with grades 1 to 12,3,13,Tribal Welfare,1_Govt,1_Govt,1,12,10,Marathi,01 Marathi,0,0,0,19.677694,72.956722,2,,9923836708,,,9764862002,,hm.ashram.guhir@gmail.com,thakare praful damodar,2,2,1,1-Ashram (Govt.),2,0,Not Applicable,2,,0,0,9,2,State Board,18.01.024,,2,State Board,18..01.005,,2,1,0,0,0,12,9,21,11,12,23,13,10,23,15,26,41,33,41,74,43,31,74,39,41,80,36,33,69,54,49,103,37,35,72,56,65,121,39,46,85,84,98,182,118,105,223,202,203,405,91,84,175,95,111,206,186,195,381,388,398,786,251 to 1000
2020-21,2736,Palghar,24,273619,Wada,0,ZP,273619,273619070,AMGAON,2736190009,HAMARAPUR,27361907003,"GOV. ASHRAM SCHOOL, AMGAON",AT AMGAON POST HAMARAPUR TAL WADA DIST PALGHAR,421303,2006,1,6,Secondary with grades 1 to 10,3,13,Tribal Welfare,1_Govt,1_Govt,1,10,10,Marathi,01 Marathi,0,0,0,19.705328,72.981592,2,,9923417801,,,9923417801,,govtashramschoolamagaon@gmail.com,S K PATIL,2,2,1,1-Ashram (Govt.),2,0,Not Applicable,2,,0,0,9,2,State Board,S1801036,,0,Null,,,2,1,0,0,0,4,3,7,3,6,9,18,8,26,5,19,24,16,11,27,20,26,46,25,28,53,28,29,57,18,24,42,27,26,53,0,0,0,0,0,0,46,47,93,73,83,156,119,130,249,45,50,95,0,0,0,45,50,95,164,180,344,251 to 1000
2020-21,2736,Palghar,24,273619,Wada,0,ZP,273619,273619049,GARGAON,2736190006,GARGAON,27361904906,GOV. ASHARAM SCHOOL  GARGAON,At post Gargaon Tal Wada Dist Palghar,421303,1975,1,3,Higher Secondary with grades 1 to 12,3,13,Tribal Welfare,1_Govt,1_Govt,1,12,10,Marathi,01 Marathi,4,19,0,19.745058,73.208108,2,,9112433439,,,9112433439,,pundlikgotarne2468@gmail.com,Pundlik Pandurang Gotarne,2,2,1,1-Ashram (Govt.),2,0,Not Applicable,2,,0,0,9,2,State Board,S1801017,,2,State Board,J1801010,,2,2,0,0,0,6,10,16,3,5,8,9,7,16,9,12,21,19,15,34,24,30,54,20,27,47,29,41,70,61,55,116,55,42,97,40,30,70,23,13,36,46,49,95,73,98,171,119,147,266,116,97,213,63,43,106,179,140,319,298,287,585,251 to 1000
2020-21,2736,Palghar,24,273619,Wada,0,ZP,273619,273619044,GUNJ,2736190005,DEVGHAR,27361904402,GOV. ASHRAM SCHOOL GUNJ,GUNJ TAL-WADA DIST-PALGHAR,421312,1974,1,6,Secondary with grades 1 to 10,3,13,Tribal Welfare,1_Govt,1_Govt,1,10,10,Marathi,01 Marathi,0,0,0,19.550002,73.057248,2,,9867933975,,,9096986604,,govtssbudhaveli@igmailil.com,SUNIL BHASKAR MOKASHI,2,2,1,1-Ashram (Govt.),2,0,Not Applicable,2,,0,0,9,2,State Board,0,,0,Null,,,2,1,0,0,0,7,7,14,9,7,16,15,11,26,19,14,33,27,17,44,26,23,49,18,25,43,25,19,44,29,20,49,23,20,43,0,0,0,0,0,0,77,56,133,69,67,136,146,123,269,52,40,92,0,0,0,52,40,92,198,163,361,251 to 1000
2020-21,2736,Palghar,24,273618,Vikramgad,0,ZP,273618,273618071,SAKHARE,2736180012,SAKHARE,27361807108,SHASKIY ASHRAM SCHOOLMADHYMIK,AT BHADANGEPADA SAKHARE,401605,1978,1,6,Secondary with grades 1 to 10,3,13,Tribal Welfare,1_Govt,1_Govt,1,10,10,Marathi,01 Marathi,0,0,0,19.819273,73.169819,2,,9423496448,,,9423496448,,ashramsakhare@yahoo.in,RAVINDRA EKNATH SHIMPI,2,2,1,1-Ashram (Govt.),2,0,Not Applicable,2,,0,0,9,2,State Board,1803018,,0,Null,,,2,2,0,0,0,20,17,37,17,11,28,14,24,38,18,29,47,23,25,48,35,34,69,31,31,62,33,26,59,44,31,75,48,34,82,0,0,0,0,0,0,92,106,198,99,91,190,191,197,388,92,65,157,0,0,0,92,65,157,283,262,545,251 to 1000
2020-21,2736,Palghar,24,273618,Vikramgad,0,ZP,273618,273618060,SARSHI,2736180010,KHADAKI,27361806007,"Z. P. SCHOOL, SARSHI","at-sarshi,post-talwada,tal-vikramgad,dist-palghar",401607,1954,1,6,Secondary with grades 1 to 10,3,16,Zilla Parishad,1_Govt,1_Govt,1,10,10,Marathi,01 Marathi,0,0,0,19.905096,73.028652,2,,8766972197,,,8766972197,,zpschool.sarshi001@gmail.com,Sanjay Tukaram Ayare,2,2,0,Not Applicable,2,0,Not Applicable,1,27517310520,75,57,1,2,State Board,1803027,,0,Null,,,2,2,0,0,0,10,8,18,11,6,17,11,8,19,9,10,19,10,20,30,33,20,53,16,28,44,30,30,60,66,58,124,52,51,103,0,0,0,0,0,0,51,52,103,79,78,157,130,130,260,118,109,227,0,0,0,118,109,227,248,239,487,251 to 1000
2020-21,2736,Palghar,24,273618,Vikramgad,0,ZP,273618,273618043,KARHE,2736180007,KHARE TALAVALI,27361804303,ASHRAM SHALA. KARHE,KARHE TAL.VIKRAMGAD DIST.PALGHAR,401603,1974,1,6,Secondary with grades 1 to 10,3,13,Tribal Welfare,1_Govt,1_Govt,1,10,10,Marathi,01 Marathi,0,0,0,19.903464,73.122835,2,2520,8766776330,2520,,8766776330,,ashramkarhe@yahoo.in,BABASAHEB BANSI TUPE,2,2,1,1-Ashram (Govt.),2,0,Not Applicable,2,,0,0,9,2,State Board,18.03.009,,0,Null,,,2,2,0,0,0,24,21,45,13,34,47,19,10,29,25,25,50,24,21,45,48,35,83,42,26,68,32,30,62,31,36,67,35,41,76,0,0,0,0,0,0,105,111,216,122,91,213,227,202,429,66,77,143,0,0,0,66,77,143,293,279,572,251 to 1000
